Sample_ID,Year,Band_ID,AgeClass,Sex,Mass,BreedingStage,L1,L2,L3,H1,H2,H3,P1,P2,P3,L_GenBank,H_GenBank,P_GenBank
EMGO AK15 060,2015,22311,AHY,F,,Nesting,1,1,1,0,0,0,0,0,0,MW960935,,
EMGO AK15 061,2015,22325,AHY,F,1762,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 062,2015,22332,AHY,F,1565,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 063,2015,22274,AHY,F,1632,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 064,2015,22276,AHY,F,1685,Nesting,1,1,1,0,0,0,0,0,0,MW960936,,
EMGO AK15 065,2015,22278,AHY,F,1878,Nesting,1,1,1,0,0,0,0,0,0,MW960937,,
EMGO AK15 066,2015,22128,AHY,F,1667,Nesting,1,1,1,0,0,0,0,0,0,MW960876,,
EMGO AK15 067,2015,22338,AHY,F,1642,Nesting,0,1,0,0,0,0,0,0,0,MW960822,,
EMGO AK15 068,2015,78715,AHY,F,1511,Nesting,1,1,1,0,0,0,0,0,0,MW885255,,
EMGO AK15 069,2015,22273,AHY,F,1640,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 070,2015,22282,AHY,F,,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 071,2015,22305,AHY,F,1848,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 072,2015,79102,AHY,F,1911,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 073,2015,22344,AHY,F,1713,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 074,2015,79287,AHY,F,1672,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 075,2015,79324,AHY,F,1649,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 076,2015,79356,AHY,F,1670,Nesting,1,0,0,0,0,0,0,0,0,MW960938,,
EMGO AK15 077,2015,22346,AHY,F,1612,Nesting,1,0,0,0,0,0,0,0,0,MW960939,,
EMGO AK15 078,2015,22336,AHY,F,1945,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 079,2015,22303,AHY,F,1751,Nesting,1,1,1,0,0,0,0,0,0,MW885252,,
EMGO AK15 080,2015,22348,AHY,F,1651,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 081,2015,79339,AHY,F,1823,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 082,2015,79227,AHY,F,1574,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 083,2015,22340,AHY,F,1667,Nesting,0,1,0,0,0,0,0,0,0,MW960940,,
EMGO AK15 084,2015,78716,AHY,F,1564,Nesting,0,0,1,0,0,0,0,0,0,MW960941,,
EMGO AK15 085,2015,22342,AHY,F,1865,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 086,2015,22323,AHY,F,1630,Nesting,1,1,1,0,0,0,0,0,0,"MW960877, MW960942",,
EMGO AK15 087,2015,22324,AHY,F,1717,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 088,2015,22309,AHY,F,1948,Nesting,1,1,1,0,0,0,0,0,0,"MW960878, MW960943",,
EMGO AK15 089,2015,10292,AHY,F,1911,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 090,2015,22341,AHY,F,1744,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 091,2015,22307,AHY,F,1615,Nesting,0,0,1,0,0,0,0,0,0,MW960944,,
EMGO AK15 092,2015,78725,AHY,F,1819,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 093,2015,22280,AHY,F,1730,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 094,2015,22310,AHY,F,1823,Nesting,1,1,1,0,0,0,0,0,0,"MW960879, MW960945",,
EMGO AK15 095,2015,22345,AHY,F,2195,Nesting,1,0,0,0,0,0,0,0,0,MW960946,,
EMGO AK15 096,2015,22322,AHY,F,1536,Nesting,1,1,1,0,0,0,0,0,0,MW960880,,
EMGO AK15 097,2015,22339,AHY,F,1708,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 098,2015,22182,AHY,F,1667,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 099,2015,22331,AHY,F,1870,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 001,2016,22279,AHY,F,1810,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 002,2016,79348,AHY,F,1810,Nesting,0,1,0,0,0,0,0,0,0,MW960823,,
EMGO AK16 003,2016,79399,AHY,F,1521,Nesting,0,1,1,0,0,0,0,0,0,MW960824,,
EMGO AK16 004,2016,22277,AHY,F,1444,Nesting,0,1,0,0,0,0,0,0,0,MW960947,,
EMGO AK16 005,2016,22305,AHY,F,1818,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 006,2016,79213,AHY,F,1647,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 007,2016,79317,AHY,F,2043,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 008,2016,79285,AHY,F,1833,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 009,2016,22291,AHY,F,1640,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 010,2016,26969,AHY,F,1912,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 011,2016,78172,AHY,F,,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 012,2016,79330,AHY,F,1735,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 013,2016,78882,AHY,F,1704,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 014,2016,22301,AHY,F,1595,Nesting,1,1,1,0,0,0,0,0,0,MW960948,,
EMGO AK16 015,2016,22261,AHY,F,1753,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 016,2016,22341,AHY,F,1875,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 017,2016,79339,AHY,F,1875,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 018,2016,22306,AHY,F,1399,Nesting,0,1,1,0,0,0,0,0,0,MW960881,,
EMGO AK16 019,2016,22282,AHY,F,1622,Nesting,0,1,1,0,0,0,0,0,0,MW885254,,
EMGO AK16 020,2016,78791,AHY,F,1753,Nesting,0,1,1,0,0,0,0,0,0,MW960949,,
EMGO AK16 021,2016,22340,AHY,F,1591,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 022,2016,79203,AHY,F,1593,Nesting,0,1,1,0,0,0,0,0,0,MW960950,,
EMGO AK16 023,2016,22262,AHY,F,2225,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 024,2016,78297,AHY,F,1786,Nesting,0,1,1,0,0,0,0,0,0,MW960882,,
EMGO AK16 025,2016,22274,AHY,F,1572,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 026,2016,22345,AHY,F,2146,Nesting,0,1,1,0,0,0,0,0,0,MW960825,,
EMGO AK16 027,2016,22326,AHY,F,1680,Nesting,0,0,1,0,0,0,0,0,0,MW960951,,
EMGO AK16 028,2016,22276,AHY,F,1591,Nesting,0,1,1,0,0,0,0,0,0,MW960952,,
EMGO AK16 029,2016,78725,AHY,F,1805,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 030,2016,22107,AHY,F,1972,Nesting,0,1,1,0,0,0,0,0,0,MW960883,,
EMGO AK16 031,2016,22141,AHY,F,1497,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 032,2016,22303,AHY,F,1669,Nesting,1,1,1,0,0,0,0,0,0,MW960782,,
EMGO AK16 033,2016,22297,AHY,F,1852,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 034,2016,79205,AHY,F,2080,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 035,2016,22284,AHY,F,1844,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 036,2016,79208,AHY,F,1632,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 037,2016,23702,AHY,F,1578,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 038,2016,23704,AHY,F,1514,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 039,2016,22127,AHY,F,1733,Nesting,1,1,1,0,0,0,0,0,0,"MW885267, MW960831",,
EMGO AK16 040,2016,79318,AHY,F,1806,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 041,2016,22310,AHY,F,1633,Nesting,1,1,1,0,0,0,0,0,0,"MW960884, MW960953",,
EMGO AK16 042,2016,22105,AHY,F,1870,Nesting,1,1,1,0,0,0,0,0,0,"MW960885, MW960954",,
EMGO AK16 043,2016,79265,AHY,F,2062,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 044,2016,79102,AHY,F,1845,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 045,2016,79325,AHY,F,1737,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 046,2016,78760,AHY,F,1722,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 047,2016,,AHY,F,,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 048,2016,79258,AHY,F,,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 049,2016,22321,AHY,F,1768,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 050,2016,23701,AHY,F,1589,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 051,2016,79340,AHY,F,1588,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 052,2016,22346,AHY,F,1665,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 053,2016,22104,AHY,F,1525,Nesting,1,1,1,0,0,0,0,0,0,MW960886,,
EMGO AK16 054,2016,79356,AHY,F,1814,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 055,2016,22114,AHY,F,1613,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 056,2016,22182,AHY,F,1452,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK16 057,2016,23703,AHY,F,,Nesting,0,0,0,0,0,0,0,0,0,,,
